epoch,train_acc,train_loss,val_acc,val_loss
0,0.266,0.06117873296472762,0.36525,0.05422344514727592
1,0.3962222222222222,0.05071927643815676,0.44233333333333336,0.04857289369901021
2,0.46591666666666665,0.04544433968928125,0.4484166666666667,0.04562855833272139
3,0.5099166666666667,0.04186981816755401,0.51725,0.041893641064564384
4,0.5566388888888889,0.038362487023075424,0.5465,0.03990556235114733
5,0.5928888888888889,0.035222958073019985,0.5686666666666667,0.03898050338029861
6,0.6344166666666666,0.03199625087529421,0.5838333333333333,0.03726238127052784
7,0.6707222222222222,0.028773864002691375,0.5903333333333334,0.03666405500968297
8,0.7084444444444444,0.025440575414233738,0.59625,0.03637243406971296
9,0.7483611111111111,0.021949550076491305,0.6116666666666667,0.03719214993963639
10,0.7880277777777778,0.018432646517952282,0.6155833333333334,0.0382277860045433
11,0.8296666666666667,0.014775766066792938,0.61475,0.040837356001138685
12,0.8683055555555556,0.011456082226708532,0.6238333333333334,0.04268648789077997
13,0.9047777777777778,0.00852230795027895,0.6129166666666667,0.04637889827787876
14,0.9324722222222223,0.00615747252261887,0.6014166666666667,0.05308351182937622
15,0.9523888888888888,0.004463868063978023,0.6158333333333333,0.05313975990315278
16,0.9646388888888889,0.00337110652272693,0.61025,0.05935552543401718
17,0.9710833333333333,0.0028304200960038643,0.618,0.059323205714424454
18,0.9756944444444444,0.0022952368633252463,0.6114166666666667,0.061785168528556825
19,0.9756388888888889,0.0022336391270574595,0.6143333333333333,0.0632832125276327
20,0.9814722222222222,0.0017991424248579684,0.6150833333333333,0.06427067577714721
21,0.9824722222222222,0.0016671848706901074,0.6178333333333333,0.06548284780979156
22,0.9836388888888888,0.001594179004563355,0.613,0.06776418874164422
23,0.98375,0.0015003580774452228,0.612,0.0696669945170482
24,0.984,0.0014937244225713786,0.6184166666666666,0.0695230521261692
25,0.9826111111111111,0.0015821200747903074,0.6134166666666667,0.06931388025979202
26,0.9866388888888888,0.0012634288623715596,0.6075833333333334,0.07201406702895959
27,0.9844444444444445,0.00134512211447711,0.6126666666666667,0.07172010389963786
28,0.9865833333333334,0.0011901635935064405,0.6114166666666667,0.07349845937391122
29,0.9856944444444444,0.0012890560277446638,0.609,0.07499117841323216
30,0.9864444444444445,0.001203239225326494,0.6185833333333334,0.0728906912257274
31,0.9886944444444444,0.0010074789052636737,0.6075833333333334,0.07574750578900179
32,0.9888333333333333,0.000959456867230377,0.61725,0.0752420659462611
33,0.9865,0.0011724938701704055,0.6138333333333333,0.07567096149424712
34,0.9880555555555556,0.001056308243619747,0.6168333333333333,0.07461082160969575
35,0.9892777777777778,0.0009677819919355291,0.621,0.07630512386063734
36,0.98925,0.0009498306054641337,0.6185833333333334,0.07695319397250812
37,0.9906388888888888,0.000861507840755318,0.617,0.078726644774278
38,0.9883333333333333,0.001063564664465553,0.6038333333333333,0.0830364453792572
39,0.9905,0.0008716881539965268,0.6101666666666666,0.08022997516393661
40,0.9907777777777778,0.000826533315001143,0.6059166666666667,0.08062934436897437
41,0.9893055555555555,0.0009890838405735849,0.6056666666666667,0.08072813734412193
42,0.9905833333333334,0.0008527493782368967,0.6086666666666667,0.08092669993142287
43,0.9910555555555556,0.0008366717759480606,0.6158333333333333,0.08070409127076467
44,0.9908055555555556,0.0008419731142075761,0.6144166666666667,0.08218752010166645
45,0.9903888888888889,0.000813685769044039,0.6195833333333334,0.07920963772634665
46,0.9923055555555556,0.0007476554396776514,0.6180833333333333,0.07924143593509991
47,0.9905,0.0008362222207290163,0.6201666666666666,0.08163986648122469
48,0.9938888888888889,0.0005702463912028988,0.61975,0.08114100208878518
49,0.9899166666666667,0.0008610556602977037,0.6125833333333334,0.08344051712751388
50,0.9904722222222222,0.0008517955718949047,0.6159166666666667,0.08364985407888889
51,0.9935277777777778,0.0005877051393887693,0.6171666666666666,0.08287438758214315
52,0.9933888888888889,0.0005834802384473126,0.6131666666666666,0.08527002623677253
53,0.9918055555555556,0.0007407760420834772,0.619,0.08207986542085806
54,0.9921111111111112,0.0007293624160900233,0.60975,0.08375329669813315
55,0.9923333333333333,0.0006916620615946967,0.6144166666666667,0.08577440830071767
56,0.9931388888888889,0.0006148250297793412,0.61475,0.08649912411967914
57,0.9930833333333333,0.0006234667249753127,0.614,0.08477443832159043
58,0.9931111111111111,0.0006307923928480806,0.6139166666666667,0.0861048749089241
59,0.9941111111111111,0.0005472021145518132,0.6104166666666667,0.08723413060605525
60,0.9931111111111111,0.0006599513389438572,0.6148333333333333,0.0863451435516278
61,0.9936666666666667,0.0005985154140076803,0.615,0.0855055073350668
62,0.9943333333333333,0.000510831885909738,0.6179166666666667,0.08450446881850561
63,0.9930555555555556,0.0006399888965629038,0.61775,0.08582262009382248
64,0.9943055555555556,0.0005234589511914136,0.6175833333333334,0.0865513747135798
65,0.9927222222222222,0.0006531734925308936,0.60325,0.086680766026179
66,0.9934722222222222,0.0005930382606348354,0.6181666666666666,0.08737049142519633
67,0.9941666666666666,0.0005747042610018979,0.6104166666666667,0.08580235719680786
68,0.9938333333333333,0.0005159359816246049,0.61,0.08702069806555907
69,0.9932222222222222,0.0006309617059631718,0.6121666666666666,0.08671493911743164
70,0.9932777777777778,0.0006032815839152539,0.6163333333333333,0.08540362867712975
71,0.9946666666666667,0.0004743279646301441,0.6175833333333334,0.08715901673336823
72,0.9932777777777778,0.0006429690097755964,0.6134166666666667,0.08917539172867935
73,0.9938888888888889,0.0005502181081502992,0.6115833333333334,0.08969083831707636
74,0.9945555555555555,0.0005253396106363147,0.6216666666666667,0.08508324814091126
75,0.9987777777777778,0.00011605598079310969,0.6304166666666666,0.08406300804018975
76,0.9998055555555555,4.0258650331755536e-05,0.6263333333333333,0.08408028563857078
77,0.9999444444444444,2.2183472455405233e-05,0.6279166666666667,0.08318744346002738
78,0.9999722222222223,1.838633656642388e-05,0.63125,0.08364502985278766
79,1.0,1.2620956021357364e-05,0.635,0.08295100559294223
80,0.9999722222222223,1.1524042195952057e-05,0.6268333333333334,0.08379149471223354
81,1.0,7.312929160567213e-06,0.6330833333333333,0.08305630321800708
82,1.0,5.405216999646554e-06,0.6336666666666667,0.08352717054883639
83,1.0,4.415306025331726e-06,0.63225,0.08326170445978641
84,1.0,2.9083968974216785e-06,0.63175,0.08390487536787987
85,1.0,3.540558160567444e-06,0.6363333333333333,0.08336858412623406
86,1.0,2.271725253302116e-06,0.6320833333333333,0.08349525473018488
87,1.0,1.670544498615022e-06,0.6339166666666667,0.08347106356918811
88,1.0,1.3927629939776884e-06,0.633,0.0836326990549763
89,1.0,1.1318960810595197e-06,0.6303333333333333,0.08392493210236232
90,1.0,9.618939656882554e-07,0.6358333333333334,0.08456009846925736
91,1.0,2.0768051143704726e-06,0.6333333333333333,0.08425982344150543
92,1.0,7.440781965549882e-07,0.6326666666666667,0.08445184367895127
93,1.0,7.69666763529939e-07,0.63125,0.0843181557705005
94,1.0,5.157493687338249e-07,0.6378333333333334,0.08449243768056233
95,1.0,4.842179786537473e-07,0.63475,0.08519695530335109
96,1.0,4.3052352748260444e-07,0.63375,0.08517766856650512
97,1.0,3.826416865580187e-07,0.6385833333333333,0.08496991250912349
98,1.0,4.3222843365242626e-07,0.6355,0.08511254736781121
99,1.0,2.474220363918928e-07,0.63625,0.0848434020926555
100,1.0,2.664775661129523e-07,0.6359166666666667,0.08558523918191592
101,1.0,2.1336154481982955e-07,0.6380833333333333,0.0861399810363849
102,1.0,2.0138706293929923e-07,0.6379166666666667,0.08637249426543712
103,1.0,1.490915574133093e-07,0.6364166666666666,0.08592370683824023
104,1.0,1.381547864104012e-07,0.6376666666666667,0.08590249469379584
105,1.0,1.193824994542878e-07,0.6375833333333333,0.08693754423658052
106,1.0,9.980162615066648e-08,0.6395,0.08650376979013284
107,1.0,1.0182115552481718e-07,0.63975,0.08666287230948608
108,1.0,7.750829161699989e-08,0.6368333333333334,0.08727588813503584
109,1.0,6.401479071942933e-08,0.6378333333333334,0.08727856108546257
110,1.0,6.891980168196218e-08,0.6379166666666667,0.08768930283685525
111,1.0,7.014815898208502e-08,0.639,0.08771485085909565
112,1.0,4.757784091680151e-08,0.6368333333333334,0.0881954224507014
113,1.0,4.350997117520529e-08,0.6410833333333333,0.08775228528678417
114,1.0,4.611619118616911e-08,0.6356666666666667,0.08809618132809797
115,1.0,4.111544383316673e-08,0.6381666666666667,0.08823252134025097
116,1.0,4.1610876204048154e-08,0.6366666666666667,0.08799232358982166
117,1.0,3.878554117085918e-08,0.6411666666666667,0.08735884280999502
118,1.0,3.76364189840217e-08,0.6409166666666667,0.08774893888831138
119,1.0,3.7851164143552926e-08,0.6396666666666667,0.08822337818642458
120,1.0,3.7505929722354064e-08,0.6384166666666666,0.08801272316028674
121,1.0,3.6465595153837664e-08,0.6373333333333333,0.08724719742933909
122,1.0,3.571788962375422e-08,0.6418333333333334,0.08812183715899785
123,1.0,3.330728824381247e-08,0.63925,0.087814934981366
124,1.0,3.2987232945203004e-08,0.63925,0.08776406388978164
125,1.0,3.29996647730171e-08,0.6398333333333334,0.0884315220763286
126,1.0,3.114476080866445e-08,0.6384166666666666,0.08808030171195666
127,1.0,2.9572961011581356e-08,0.6385833333333333,0.0881815644900004
128,1.0,2.9391648331156262e-08,0.64,0.08820723228653272
129,1.0,2.8641519382668592e-08,0.6381666666666667,0.0878807970782121
130,1.0,3.066424787196493e-08,0.63775,0.08829764464497566
131,1.0,2.6516177649840402e-08,0.6373333333333333,0.08810230576992036
132,1.0,2.6457087492480647e-08,0.64175,0.0881801709830761
133,1.0,2.820785734611617e-08,0.6398333333333334,0.08816926362613837
134,1.0,2.5678381536664573e-08,0.6388333333333334,0.08818663472433885
135,1.0,2.5039742711483213e-08,0.6419166666666667,0.08843901605904102
136,1.0,2.7030476336836135e-08,0.63775,0.08875146008034547
137,1.0,2.500190780689119e-08,0.6389166666666667,0.08873087553679943
138,1.0,2.3846837696813357e-08,0.63975,0.08847673697769642
139,1.0,2.5447482775812585e-08,0.6401666666666667,0.08871497369805972
140,1.0,2.319869373648389e-08,0.6369166666666667,0.08851130765179793
141,1.0,2.5078160094930506e-08,0.6415833333333333,0.08863810916741689
142,1.0,2.2605967152916013e-08,0.6408333333333334,0.08875678337117036
143,1.0,2.2761467656451372e-08,0.6398333333333334,0.08855962168673674
144,1.0,2.0518025898949886e-08,0.63925,0.08895604531963666
145,1.0,2.020068323618476e-08,0.6396666666666667,0.08859087726473808
146,1.0,2.144168590945128e-08,0.638,0.08867584837476412
147,1.0,2.0730882090091997e-08,0.6396666666666667,0.08860122676193714
148,1.0,2.0112838746971166e-08,0.6378333333333334,0.08847648139297962
149,1.0,1.99899585098251e-08,0.6426666666666667,0.08853371091683705